serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents
0,0.240357393,58,2,0.394343781,8167.0,14,0,1,0,3.0
0,0.035085855,48,0,0.118888111,10000.0,9,0,1,0,2.0
0,0.00897972,59,0,2525.0,8710.231753396802,19,0,2,0,0.0
0,0.048851324,47,0,0.339830314,4360.0,14,0,2,0,0.0
0,0.00290425,46,0,6185.0,10906.8287319882,12,0,3,0,3.0
0,0.887311269,44,0,0.064587083,5000.0,2,0,0,0,2.0
0,1.0163198690000002,42,0,0.157800785,2800.0,2,0,0,0,0.0
0,0.924075503,67,0,16788.0,6526.780828085526,12,0,1,0,0.0
0,0.449945078,33,0,0.202387545,16250.0,11,0,2,0,1.0
0,0.08999518699999999,58,0,0.457565116,6833.0,5,0,1,0,2.0
0,0.6814515090000001,60,0,0.187431574,13700.0,12,0,1,0,1.0
0,0.891658258,49,0,1.203084833,3500.0,9,0,2,0,1.0
0,0.16908476100000006,76,0,0.027794441,5000.0,7,0,0,0,0.0
0,0.019234552,41,0,0.113604488,4990.0,13,0,0,0,0.0
0,0.9999999,22,0,0.0,0.0,1,0,0,0,0.0
0,3046.0,57,1,0.31292177,4000.0,4,0,0,0,0.0
0,0.047261218,42,0,0.23766482,30866.0,14,0,4,0,0.0
0,0.051303711,34,0,1720.0,5741.0212652742475,6,0,1,0,0.0
0,0.534244779,37,0,0.225618945,4644.0,5,0,0,0,0.0
0,0.002229654,65,0,0.006973644,9750.0,4,0,0,0,0.0
0,0.404838224,55,0,5171.0,7531.592409179885,10,0,2,0,0.0
0,0.9999999,45,0,0.23915217,5000.0,5,0,1,0,0.0
0,0.022152142000000003,57,0,2182.0,6002.941119544674,8,0,1,1,0.0
0,0.9999999,38,0,99.0,3819.490194233397,1,0,0,0,0.0
0,0.0,59,0,958.0,6614.872919233394,3,0,2,0,0.0
0,0.061270871,44,0,0.209108848,18750.0,6,0,2,0,4.0
1,0.799868874,47,2,0.5187165779999999,4300.0,6,0,2,0,0.0
0,0.9999999,60,0,0.028959934,9633.0,1,0,0,0,0.0
0,0.010267393,75,0,0.213551791,3600.0,6,0,1,0,0.0
0,0.058635031,58,0,0.515388628,1916.0,6,0,0,0,1.0
0,0.118382344,65,0,2174.0,5871.98119240946,7,0,1,0,0.0
0,0.0,68,0,0.294916325,3166.0,5,0,1,0,0.0
0,0.418517076,23,0,0.149201943,1440.0,6,0,0,0,0.0
0,0.828026358,46,3,0.27014597100000004,5000.0,4,0,0,0,0.0
0,0.284896141,54,0,1723.0,7269.672554909459,8,0,2,0,0.0
0,0.08751510699999998,42,0,1449.0,6264.8609738151,10,0,1,0,0.0
0,0.122264151,37,0,0.224797457,9750.0,8,0,2,0,4.0
0,0.019592163,24,0,0.6016166279999999,865.0,3,0,0,0,0.0
0,0.291326087,38,0,0.5105147720000001,7750.0,8,0,2,0,2.0
0,0.549716626,51,1,0.233435542,7500.0,6,0,1,0,3.0
0,0.021458879,55,0,0.172063687,13000.0,7,0,2,0,2.0
0,0.009527042,50,0,0.248256053,4873.0,10,0,1,0,4.0
1,0.026605891,45,0,0.083314819,4500.0,9,0,0,0,0.0
0,0.002636124,50,0,0.0,4000.0,4,0,0,0,0.0
0,0.042391522,59,0,747.0,5348.141483868609,3,0,1,0,0.0
0,0.06031325200000001,67,0,0.129059117,1200.0,8,0,0,0,0.0
0,0.230549097,47,0,1.191659526,3500.0,11,0,1,0,1.0
0,0.61345066,46,1,1808.5,1.0,4,0,1,0,3.0
0,0.003768941,39,0,0.266090298,1040.0,2,0,0,0,2.0
0,0.314871396,30,4,0.894785418,4333.0,13,0,1,0,1.0
0,0.139890402,51,0,0.528191834,10800.0,17,0,3,0,2.0
0,0.118867571,70,0,1.176548967,1500.0,6,0,2,0,3.0
0,0.8008471629999998,43,2,0.703218391,4349.0,6,0,1,0,1.0
0,0.0,39,0,1084.0,5348.141483868609,3,0,1,0,0.0
1,0.377238383,52,0,0.264315989,11088.0,15,0,2,0,1.0
0,0.018073031,68,0,160.0,6919.660609491165,15,0,1,0,0.0
0,0.234395086,54,0,0.180688473,7000.0,2,0,1,0,2.0
0,0.003444005,36,0,0.091980636,4750.0,12,0,0,0,0.0
0,0.8849646009999999,48,0,0.384780761,20000.0,7,0,3,0,2.0
0,0.52308017,49,0,0.321334293,12500.0,9,0,2,0,0.0
0,0.043320953,53,0,0.01397321,10376.0,9,0,0,0,0.0
0,0.174473021,63,0,1835.0,7007.752700639033,6,0,2,0,0.0
0,0.109576299,46,0,0.23999077,8666.0,7,0,1,0,2.0
0,0.17029190600000002,41,0,0.481296758,400.0,7,0,0,0,2.0
0,0.0,31,0,0.651269036,3939.0,8,0,2,0,1.0
0,0.538259729,41,0,1509.0,9159.125424069907,18,0,1,0,3.0
0,0.341027965,81,0,0.385153712,4000.0,11,0,2,0,1.0
0,0.108437962,69,0,0.353574505,6965.0,19,0,2,0,2.0
0,0.21154576100000005,50,0,0.320163886,10250.0,6,0,1,0,0.0
0,0.001446991,50,1,0.5823707370000001,7271.0,8,0,2,0,0.0
0,0.92785722,38,0,0.346646943,6083.0,5,0,2,0,1.0
0,0.006193149,41,2,14508.0,9020.972407530066,7,0,3,0,1.0
0,0.076057106,69,0,199.0,1.0,6,0,0,0,0.0
0,0.362228903,63,0,0.163702593,4666.0,18,0,0,0,0.0
0,0.512297326,60,0,2520.0,6749.429391070921,9,0,1,0,1.0
0,0.305423723,33,0,0.5958670110000001,12000.0,12,0,5,0,0.0
0,0.0,43,0,0.0,3583.0,2,0,0,0,3.0
0,1.035200657,47,0,0.812773403,8000.0,12,0,2,0,1.0
0,0.379153975,49,0,3819.0,11299.708513393838,15,0,3,1,3.0
0,0.017889656,55,0,569.0,6788.700682355951,14,0,1,0,0.0
0,0.048531176,49,0,32.0,3950.45012136861,2,0,0,0,0.0
0,0.83568536,64,9,3015.0,9103.111534802441,22,0,2,2,0.0
0,0.816636673,25,0,0.312306594,4200.0,7,0,0,0,0.0
0,0.8948210359999998,56,0,0.8203796559999998,5583.0,6,0,2,0,0.0
0,0.9999999,50,0,6.0,3819.490194233397,1,0,0,0,0.0
0,0.03039962,64,0,0.213324913,15834.0,9,0,1,0,1.0
0,0.024890467000000003,39,0,0.8828796559999998,5583.0,12,0,1,0,0.0
0,0.250749251,25,0,3.5,1.0,1,0,0,0,0.0
0,0.204862503,66,0,0.465632816,9994.0,11,0,3,0,1.0
0,0.07014716,62,0,0.184992837,5583.0,6,0,2,0,0.0
0,0.023109405,63,0,9.0,4474.289829909462,6,0,0,0,0.0
0,0.02907257,54,0,0.016074259,4416.0,7,0,0,0,0.0
0,0.0,41,0,0.347150259,3859.0,11,0,1,0,4.0
0,0.090210425,57,0,0.317242114,9383.0,11,0,3,0,1.0
0,0.0,40,0,0.391052196,3620.0,6,0,1,0,2.0
0,0.006119884,29,0,0.146670666,3333.0,5,0,0,0,0.0
0,0.059612309,70,0,2655.0,7924.472190585524,13,0,2,0,0.0
0,0.461703449,50,0,0.418657702,8328.0,15,0,2,0,0.0
0,0.000841723,43,0,0.153688525,3415.0,13,0,2,0,0.0
0,0.107238519,63,0,2.31028738,2400.0,9,0,3,0,0.0
0,0.824882862,43,1,0.232823882,7000.0,7,0,0,0,0.0
0,0.107131856,67,1,0.461672812,5152.0,16,0,1,0,0.0
0,0.220861196,64,0,4260.0,6745.832846368607,4,0,2,0,0.0
0,0.286670256,39,0,0.488145049,3584.0,9,0,1,0,3.0
0,0.112305151,70,0,3497.0,7269.672554909459,8,0,2,0,0.0
0,1.001885091,56,0,0.290053784,13200.0,9,0,2,0,2.0
0,0.921346308,65,1,0.059227468,6989.0,2,0,0,0,0.0
0,0.157475477,31,0,0.327713158,9370.0,10,0,1,0,0.0
0,0.064150029,65,0,0.139441869,11000.0,5,0,1,0,0.0
0,0.008705989,75,0,997.0,5610.061338139034,5,0,1,0,0.0
0,0.055973266,68,0,84.0,4605.249757044675,7,0,0,0,0.0
0,0.9700598800000002,54,1,2474.0,5217.181556733395,2,1,1,0,0.0
0,0.0,46,0,0.5597515120000001,6116.0,6,0,2,0,7.0
0,0.015113207,47,0,0.225750477,5762.0,4,0,1,0,1.0
0,0.005726097,29,0,0.166908563,6200.0,11,0,0,0,2.0
0,1.028276772,53,0,1.00559888,5000.0,12,0,1,0,1.0
0,0.115431846,63,0,0.051603905,2150.0,3,0,0,0,1.0
0,0.008827464,53,0,0.101283572,9270.0,12,0,1,0,2.0
0,0.391608392,35,0,288.0,0.0,7,0,0,0,0.0
0,0.377621976,42,0,0.470453053,6091.0,9,0,2,0,2.0
1,0.9999999,32,1,0.084544965,1856.0,2,0,0,0,1.0
0,0.755087637,33,0,0.576258638,4051.0,5,0,1,0,0.0
0,0.08509149099999999,38,0,0.256871564,2000.0,3,0,0,0,2.0
0,0.083118759,75,0,1381.0,7662.552336315098,11,0,2,0,0.0
0,0.0,45,0,0.209219154,5032.0,3,0,1,0,2.0
0,0.0,52,1,1487.0,7007.752700639033,6,0,2,0,0.0
0,0.042898576,82,0,0.00543913,6250.0,2,0,0,0,1.0
0,0.041297935,73,0,2801.0,6745.832846368607,4,0,2,0,0.0
0,0.001600585,61,0,0.211702827,3041.0,8,0,1,0,0.0
0,0.649858555,62,1,7248.0,10762.722751572866,25,0,3,0,0.0
0,0.8897411309999999,53,5,0.546666667,7049.0,6,0,1,3,0.0
0,0.956993688,50,1,0.072833284,10118.0,6,0,0,0,2.0
0,0.422397043,53,0,0.059640727,28000.0,17,0,0,1,2.0
0,0.127020646,51,0,0.027240298,9250.0,5,0,0,0,0.0
0,0.0,26,1,0.0,1666.0,2,0,0,0,0.0
0,0.008074798000000001,43,0,5066.0,7007.752700639033,6,0,2,0,0.0
0,0.061792231,56,0,0.007141837,7000.0,3,0,0,0,0.0
0,0.041354608,54,0,145.0,4998.129538450315,10,0,0,0,0.0
0,0.025443502000000003,33,0,2786.0,8242.405934123417,11,0,1,0,3.0
0,0.9999999,72,0,0.0,1222.0,1,1,0,0,0.0
0,0.0,50,0,6501.0,6526.780828085526,12,0,1,0,0.0
0,0.016211248,72,0,960.0,4998.129538450315,10,0,0,0,0.0
1,0.147191343,60,0,0.451182939,3000.0,13,3,2,0,0.0
0,0.9999999,47,0,0.015138532,3500.0,0,2,0,0,0.0
0,0.219649597,57,0,0.163623083,5475.0,5,0,1,0,1.0
0,0.047189516,55,0,0.098967011,3000.0,11,0,0,0,0.0
1,0.940252591,35,3,0.3970776720000001,3900.0,9,0,0,0,3.0
0,0.215207487,36,0,0.385886556,6716.0,7,0,1,0,0.0
0,0.495860279,41,0,0.587319452,5330.0,14,0,2,0,2.0
0,0.21310930100000006,62,0,0.198412698,10835.0,10,0,3,0,0.0
0,0.009005753,57,0,1361.0,5871.98119240946,7,0,1,0,0.0
0,0.9999999,24,0,335.0,0.0,5,0,0,0,0.0
0,0.18978662,49,0,0.681220182,6916.0,12,0,3,0,0.0
0,0.9999999,60,0,0.008296106999999999,3133.0,0,0,0,0,0.0
0,0.065493451,76,0,0.395600733,6000.0,3,0,1,0,0.0
0,0.718909531,28,0,0.359157444,2800.0,7,0,0,0,0.0
0,0.148927175,58,7,0.351364405,4140.0,8,0,2,0,0.0
0,0.044037548,56,0,5380.0,9103.111534802441,22,0,2,0,0.0
0,1.026486757,27,0,0.134097574,3750.0,4,0,0,0,0.0
0,0.018656841,43,0,1450.0,8893.609025097167,11,0,2,1,2.0
0,0.451176051,42,0,0.315536893,5000.0,13,0,1,0,1.0
0,0.000956005,56,1,0.928448276,3479.0,15,0,3,0,1.0
0,0.151998123,52,0,0.113312693,3229.0,11,0,0,0,0.0
0,0.202041998,41,0,0.33761264,8100.0,4,0,1,0,2.0
0,0.0,82,0,0.333418043,3934.0,9,0,1,0,0.0
0,0.0,91,0,5208.0,5479.101411003821,4,0,1,0,0.0
0,0.013771527,72,0,0.456152163,5940.0,7,0,2,0,2.0
0,0.126662222,43,0,0.30848936600000004,5500.0,9,0,1,0,2.0
0,0.20149374,71,0,1082.0,5521.969246991166,14,0,0,0,0.0
0,0.046202693,48,0,0.167090324,5900.0,4,0,1,0,2.0
0,0.009244701999999999,43,0,0.602339766,10000.0,10,0,3,0,0.0
0,0.9999999,41,0,0.206913792,14000.0,7,0,1,0,2.0
0,0.0008695499999999999,48,0,0.044865404000000005,6017.0,5,0,0,0,0.0
0,0.8228622040000001,67,4,1611.0,4998.129538450315,10,0,0,0,0.0
0,0.027549896,85,0,0.012787724,1563.0,6,0,0,0,0.0
0,0.9999999,34,0,4665.0,6710.15809978589,4,0,1,0,2.0
0,0.000491763,38,0,0.166541635,3998.0,5,0,0,0,0.0
0,0.008129479,42,0,0.005452067,2200.0,6,0,0,0,0.0
0,0.274932144,52,0,0.624081204,2856.0,8,0,1,0,0.0
0,0.663116112,33,0,0.278607587,16000.0,9,0,1,0,2.0
0,0.5465448070000001,69,0,0.132498696,5750.0,7,0,0,0,1.0
0,0.336626535,62,0,0.285820067,2700.0,2,0,0,0,0.0
0,0.9999999,38,0,0.421020656,6583.0,7,0,2,0,1.0
0,0.8926721709999998,42,0,0.663334058,4600.0,12,0,1,0,1.0
0,0.000177776,33,0,0.420225682,7000.0,14,0,2,0,2.0
0,1.45508982,35,2,0.06560449900000001,3200.0,3,6,0,1,1.0
0,0.13986014,64,1,0.161382462,3500.0,11,0,0,0,0.0
0,0.049859866,33,0,618.0,5610.061338139034,5,0,1,0,0.0
0,0.4917514120000001,38,2,0.301289742,6667.0,8,0,1,0,3.0
0,0.781866914,58,0,2068.0,6919.660609491165,15,0,1,0,0.0
0,0.14261912699999998,35,0,0.196934355,3000.0,3,0,0,0,4.0
0,0.326513345,52,0,2971.0,6002.941119544674,8,0,1,0,0.0
0,0.111568241,43,0,0.925131979,6250.0,7,0,3,0,1.0
0,0.056682475,28,0,255.0,4081.410048503823,3,0,0,0,0.0
0,0.08313052699999998,78,0,0.034321893,3000.0,5,0,0,0,0.0
0,0.032258065,54,0,0.216127712,7328.0,5,0,1,0,1.0
0,0.053795981,42,0,0.034786086,2500.0,5,0,0,0,0.0
0,0.5750572629999999,57,0,2611.0,8540.000534976558,13,0,2,2,1.0
0,0.094166087,28,0,0.350608232,6000.0,9,0,1,0,4.0
1,0.7413119259999998,52,4,0.216975892,9000.0,10,0,0,1,2.0
0,0.0,52,1,0.0,6009.0,4,0,0,1,2.0
0,0.202016123,70,0,0.630818798,9000.0,10,0,3,0,1.0
0,0.058874384,75,0,0.317523318,5038.0,7,0,1,0,0.0
0,0.284056414,54,0,0.103049125,7083.0,11,0,0,0,0.0
0,0.0,25,0,0.0,3819.490194233397,1,0,0,0,0.0
0,0.520492145,55,0,0.346236252,7000.0,15,0,1,0,2.0
0,2.461634591,50,0,3395.0,6395.8209009503125,11,0,1,0,0.0
0,0.185379109,43,1,0.610299078,4446.0,10,0,2,0,0.0
0,0.968659873,43,0,0.07339878400000001,2138.0,12,0,0,0,2.0
1,1.018836279,36,0,0.333427442,3541.0,4,0,0,0,1.0
0,0.9999999,85,0,0.0,3950.45012136861,2,0,0,0,0.0
0,0.309606003,45,0,0.318640423,12091.0,13,0,1,0,6.0
0,0.10559472,36,0,0.382973348,7916.0,7,0,1,0,0.0
0,0.546945305,76,0,0.281185389,1450.0,8,0,0,0,0.0
0,0.003448038,46,0,1939.0,7495.917662597169,10,0,1,0,2.0
0,0.002297235,58,0,0.051478409,4700.0,10,0,0,0,0.0
0,0.043665696,36,0,0.284102271,7000.0,5,0,2,0,0.0
0,0.054696594,59,0,0.264021247,6400.0,18,0,1,0,3.0
0,0.9999999,30,0,0.031484258,2000.0,1,0,0,0,0.0
0,0.012075016,84,0,9.0,4343.329902774249,5,0,0,0,0.0
0,0.234124158,49,0,0.840031994,5000.0,12,0,2,0,3.0
0,0.644088721,70,0,0.41119316,5145.0,19,0,1,0,0.0
0,0.404397069,22,0,0.021924482,820.0,2,0,0,0,0.0
0,0.103633847,49,0,0.358974359,4250.0,14,0,2,0,1.0
1,0.857142857,32,0,0.053936065,7100.0,3,0,0,0,2.0
0,0.143581412,49,0,0.109937273,3028.0,8,0,0,0,4.0
0,0.003847512,32,0,0.894274462,3300.0,10,0,2,0,1.0
0,1.004782193,36,0,0.339824972,8112.0,8,0,2,0,1.0
1,0.161939322,43,0,0.429337182,9700.0,14,0,2,0,0.0
0,0.120446055,85,0,2866.0,6264.8609738151,10,0,1,0,0.0
1,0.9999999,34,0,0.0,4304.058611489218,0,1,0,0,1.0
0,0.009659559000000002,61,0,592.0,6264.8609738151,10,0,1,0,0.0
0,0.0,41,0,0.095642933,3763.0,4,0,0,0,2.0
0,0.188119654,82,0,433.0,3950.45012136861,2,0,0,0,0.0
0,0.008132791,88,0,0.001893939,1583.0,4,0,0,0,0.0
0,0.064246788,52,0,3612.0,7531.592409179885,10,0,2,0,0.0
0,0.192540373,49,0,2689.0,5348.141483868609,3,0,1,0,0.0
0,0.108888996,31,0,0.053611995,2200.0,7,0,0,0,0.0
0,0.037095976,74,0,50.0,4212.369975639036,4,0,0,0,0.0
0,0.018687111,66,0,2472.0,5741.0212652742475,6,0,1,0,0.0
0,0.096445178,56,0,0.18627797,14166.0,3,0,1,0,2.0
1,0.7787021629999998,49,1,0.06572457,7500.0,4,1,0,1,0.0
0,0.200087374,32,0,0.576459895,4400.0,8,0,2,0,4.0
0,0.6021896870000001,53,1,0.628628344,3513.0,7,0,1,0,2.0
0,0.138211132,51,0,0.31061979,5517.0,13,0,1,0,1.0
0,0.774075308,47,2,0.259685079,4000.0,5,0,0,0,2.0
0,0.0,91,0,1.0,4474.289829909462,6,0,0,0,0.0
1,0.037910913,46,0,0.458285527,6100.0,18,0,2,0,1.0
0,0.014676108,79,0,0.060745278,3917.0,14,0,0,0,0.0
0,0.022008533,73,0,28.0,4605.249757044675,7,0,0,0,0.0
1,0.950345973,60,6,0.7329208559999999,3878.0,12,4,0,3,0.0
1,0.663644149,42,1,0.771683329,3700.0,7,0,2,0,0.0
0,0.0,25,0,0.098117995,4728.0,5,0,0,0,1.0
0,0.001907009,60,0,0.27138331600000004,10416.0,14,0,2,0,0.0
0,0.0013833810000000002,64,0,1434.0,6133.901046679886,9,0,1,0,0.0
0,0.9999999,52,0,0.737423185,9600.0,16,0,3,0,2.0
0,0.34630236200000003,67,0,0.125781793,4316.0,6,0,0,0,0.0
0,0.7799180059999998,25,0,4592.0,8448.311899126376,17,0,2,0,0.0
0,0.143079565,65,0,0.35450286299999995,3841.0,8,0,1,0,0.0
0,0.062336273,58,0,0.427331606,7719.0,24,0,3,0,0.0
0,0.365431976,48,0,0.707642839,4042.0,13,0,1,0,0.0
1,0.9999999,48,98,0.0,1200.0,0,98,0,98,0.0
0,0.261802315,52,0,0.193652626,8664.0,6,0,2,0,2.0
0,0.8228804479999998,49,0,0.688655672,6002.0,8,0,1,0,0.0
0,0.011045814,47,0,0.295058555,3500.0,5,0,1,0,2.0
0,0.012169695,68,0,0.002332556,3000.0,6,0,0,0,1.0
0,0.0,22,0,0.0,0.0,1,0,0,0,0.0
0,0.214719063,52,0,0.379113698,8416.0,4,0,2,0,2.0
0,0.225264045,50,0,0.195734281,4500.0,5,0,0,0,0.0
0,0.206419898,44,0,0.209892002,19166.0,10,0,3,0,0.0
0,0.007338024,37,0,0.352729454,5000.0,14,0,1,0,0.0
0,0.0,95,0,0.0,3819.490194233397,1,0,0,0,0.0
0,0.069544812,74,0,0.10979451,6666.0,9,0,1,0,0.0
0,0.012449378,24,0,7.0,3819.490194233397,1,0,0,0,0.0
0,0.041698069,61,0,0.224952741,12166.0,11,0,2,0,0.0
1,0.611890029,56,0,0.418179091,6666.0,18,1,1,0,1.0
0,0.0,84,0,0.183877415,1500.0,7,0,0,0,0.0
0,0.405311821,52,0,0.490400903,7083.0,11,0,1,0,0.0
0,0.05954365,52,0,0.284950123,13833.0,6,0,1,0,0.0
1,0.402754915,34,0,0.375403784,4333.0,12,0,0,0,2.0
0,0.063138056,26,0,0.6772228990000001,820.0,8,0,0,0,1.0
0,0.015683421,53,0,0.361567636,5536.0,7,0,1,0,2.0
0,0.9999999,61,0,0.221838146,4917.0,5,0,1,0,0.0
0,0.039157309,58,0,1048.0,5479.101411003821,4,0,1,0,0.0
0,0.164702625,58,0,669.0,5479.101411003821,4,0,1,0,0.0
0,0.118373527,78,0,224.0,4343.329902774249,5,0,0,0,0.0
0,0.473258213,62,2,411.0,4605.249757044675,7,0,0,0,0.0
0,0.005292009,79,0,0.345730854,5000.0,12,0,1,0,0.0
0,0.979777323,69,0,0.101840181,3966.0,3,0,0,0,0.0
0,0.003755914,58,0,2.0,3950.45012136861,2,0,0,0,0.0
0,0.290809705,56,0,0.370648734,15167.0,25,0,1,0,2.0
1,0.801999048,63,1,2084.0,5871.98119240946,7,0,1,0,0.0
0,0.02795105,50,0,0.3979787420000001,5738.0,8,0,1,0,0.0
0,0.007727021999999998,29,0,0.16448464699999998,4200.0,13,0,0,0,0.0
0,0.00254508,68,0,0.00079984,5000.0,3,0,0,0,0.0
0,0.064434245,52,0,0.136763944,5790.0,8,0,1,0,2.0
1,0.230358092,62,1,1.916779738,2210.0,16,1,2,0,0.0
0,0.752823952,54,1,0.502913953,8750.0,13,0,2,0,2.0
0,0.227530274,50,0,0.4208327120000001,6700.0,9,0,1,0,0.0
0,0.053582829000000005,68,0,0.33801675200000003,3700.0,9,0,1,0,1.0
1,0.242613743,43,0,9052.0,10850.814842720734,16,0,4,0,0.0
0,0.4061811870000001,56,0,0.338107699,7260.0,9,0,2,0,5.0
0,0.017988689,55,0,0.083783243,5000.0,16,0,0,0,0.0
0,0.742219053,51,0,0.562538863,20906.0,14,0,3,0,2.0
0,0.046153057,63,0,0.375913361,7663.0,6,0,1,0,0.0
0,0.048762596,69,0,0.224727273,1374.0,9,0,0,1,2.0
0,0.041955089,63,0,0.259480704,23916.0,16,0,3,0,0.0
0,1.114377125,69,1,6.290139188,5100.0,5,0,1,0,0.0
0,0.067680375,49,1,0.210093672,5230.0,9,0,1,1,0.0
0,0.054458594000000006,54,0,0.163347267,12200.0,14,0,1,0,1.0
0,0.3635012520000001,71,0,0.249824138,9950.0,9,0,0,0,0.0
0,0.020436282,73,0,0.442427526,3690.0,14,0,1,0,0.0
0,0.389402929,57,0,0.205523789,9268.0,11,0,2,0,0.0
0,0.246284021,34,0,0.564692675,7125.0,8,0,2,0,2.0
0,0.229533972,59,1,2420.0,6657.740755220739,13,0,1,0,0.0
0,0.0,68,0,0.0,5129.089465585527,11,0,0,0,0.0
0,0.025830151000000003,28,0,0.060505489,7833.0,4,0,0,0,0.0
0,0.0569592,49,0,0.008849558,2033.0,2,0,0,0,2.0
0,0.9999999,50,0,0.0,3819.490194233397,1,0,0,0,0.0
0,0.190095435,38,2,0.034341954,9550.0,10,0,0,0,0.0
0,0.258285028,65,0,0.343437525,12700.0,11,0,2,1,2.0
0,0.9999999,60,0,0.115722508,3300.0,4,0,0,0,0.0
0,0.14654029300000002,39,0,0.358528294,5000.0,11,0,2,0,3.0
0,0.100424381,49,0,0.07062575900000001,6583.0,5,0,0,0,0.0
0,0.194436689,55,0,0.183471455,4343.0,7,0,1,0,1.0
0,0.044762344,25,0,0.0019996,5000.0,3,0,0,0,0.0
0,0.9999999,41,0,3.495207668,625.0,3,0,2,0,0.0
0,0.961673054,43,0,0.576656261,5765.0,9,0,1,1,0.0
0,0.9999999,71,0,0.001289491,1550.0,6,0,0,0,0.0
0,0.160367926,56,0,831.0,6487.509536800495,7,0,1,0,1.0
0,0.424628769,43,1,0.370406105,11400.0,11,0,5,0,1.0
0,0.005479264,37,0,0.8073422329999999,6591.0,8,0,2,0,0.0
0,0.01249875,33,1,525.0,0.0,2,0,0,0,0.0
0,0.516041773,39,0,0.837027162,6000.0,16,0,3,1,1.0
0,0.835728618,48,0,0.518043814,11000.0,17,0,3,0,4.0
0,0.733579506,29,0,776.5,1.0,9,0,1,0,0.0
0,0.075974382,71,0,0.443348624,4359.0,6,0,1,0,1.0
0,0.032931836,64,0,0.145427002,5280.0,11,0,0,0,0.0
0,0.01456004,74,0,0.132637192,4500.0,7,0,1,0,0.0
0,0.025450801,74,0,0.31404848,7466.0,14,0,1,0,2.0
0,0.226754649,38,0,0.261435929,3300.0,4,0,0,0,0.0
0,0.028062567000000004,32,0,39.0,0.0,5,0,0,0,0.0
0,0.0,68,0,0.16652245,10400.0,22,0,2,0,0.0
0,0.02789927,64,0,0.004565725,9417.0,4,0,0,0,0.0
0,0.005531797,44,0,0.133798066,4446.0,10,0,0,0,2.0
0,0.05369571099999999,59,0,0.071827226,4120.0,9,0,1,0,1.0
0,0.342609565,28,0,0.205931356,3000.0,6,0,0,0,0.0
0,0.000549724,61,0,0.391703283,7737.0,10,0,1,0,0.0
0,0.480988469,49,0,0.302861351,9505.0,14,0,1,0,3.0
0,0.5082295029999999,40,0,0.226260791,2200.0,3,0,0,0,0.0
0,0.152376806,60,0,0.137048394,7500.0,12,0,0,0,0.0
0,0.944449382,41,0,0.672443674,7500.0,6,0,2,0,2.0
0,0.616067812,38,0,0.240069686,2869.0,8,0,0,2,1.0
1,1.053324869,36,2,0.186700767,5864.0,5,2,1,2,2.0
0,0.8545593840000002,63,0,0.548901054,12238.0,12,0,2,0,0.0
0,0.0,39,0,0.352274621,6000.0,8,0,1,0,3.0
0,0.414933258,32,0,0.238982281,2200.0,4,0,0,0,1.0
0,0.45410306,70,1,0.570714643,2000.0,8,0,1,0,0.0
0,0.00131572,58,0,0.000150932,13250.0,5,0,0,0,1.0
0,0.05709107400000001,64,1,0.17970145,14000.0,6,0,1,0,1.0
0,0.010030367,69,0,0.003193033,3444.0,6,0,0,0,0.0
0,0.0,87,0,0.0,4212.369975639036,4,0,0,0,0.0
0,0.07490218,57,0,0.27452364100000004,5667.0,12,0,0,0,0.0
0,0.275324566,73,0,0.799640072,5000.0,9,0,1,0,0.0
0,0.7611450359999998,65,0,0.7835541109999998,4000.0,6,0,1,0,1.0
0,0.016240398,49,0,0.31347461,2500.0,10,0,1,0,1.0
0,0.7920979990000002,57,1,0.618884365,14000.0,18,0,2,0,3.0
0,0.284715285,24,1,127.0,0.0,7,0,0,0,0.0
0,0.34424204700000005,52,0,0.49032212,14000.0,9,0,1,0,0.0
0,0.647821238,50,1,0.131468427,13333.0,7,1,2,1,1.0
0,0.009199858,75,0,0.050816697,550.0,10,0,0,0,0.0
0,0.207221228,56,0,82.0,5129.089465585527,11,0,0,0,0.0
0,0.009613866,54,0,0.152894121,13250.0,10,0,1,0,4.0
0,0.0,54,1,0.336820875,7932.0,13,1,1,0,0.0
0,0.022895238,51,0,0.323938297,5250.0,15,0,1,0,0.0
0,0.7672466529999998,54,1,0.73816568,4055.0,18,0,3,0,0.0
0,0.0,50,0,0.384102279,3597.0,5,0,2,0,0.0
0,0.038042183,60,0,845.0,6788.700682355951,14,0,1,0,0.0
0,0.0,39,0,2134.0,5479.101411003821,4,0,1,0,0.0
0,0.0,49,1,3.837606838,350.0,7,2,1,0,4.0
0,0.028245967,63,0,0.110179061,6198.0,5,0,1,0,4.0
0,0.9999999,53,1,0.095825115,6083.0,1,2,0,0,0.0
1,0.8145580590000002,48,2,0.800799467,1500.0,3,3,0,0,0.0
0,0.052539568,74,0,107.0,5521.969246991166,14,0,0,0,0.0
0,0.013688022,72,0,0.114809418,13038.0,8,0,2,0,2.0
1,0.9662957590000002,41,1,0.112338858,3800.0,4,4,0,1,3.0
0,0.026212956000000003,36,0,0.143434646,6678.0,5,0,0,0,2.0
0,0.410550487,57,0,0.309495897,14500.0,10,0,2,0,0.0
